1,1,1,1,1,241,241,241,241,241,241,221,221,221,221,221,221,189,189,189,189,189,189,167,167,167,167,167,167,152,152,152,152,152,152,138,138,138,138,138,138,102,102,102,102,102,102,84,84,84,84,84,84,65,65,65,65,65,65,47,47,47,47,47,47,42,42,42,42,42,42,29,29,29,29,29,29,27,27,27,27,27,27,19,19,19,19,19,19,17,17,17,17,17,17,14,14,14,14,14,14,12,12,12,12,12,12,13,13,13,13,13,13,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,249,249,249,249,249,249,223,223,223,223,223,223,192,192,192,192,192,192,175,175,175,175,175,175,154,154,154,154,154,154,121,121,121,121,121,121,95,95,95,95,95,95,86,86,86,86,86,86,67,67,67,67,67,67,46,46,46,46,46,46,37,37,37,37,37,37,31,31,31,31,31,31,27,27,27,27,27,27,21,21,21,21,21,21,17,17,17,17,17,17,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,7,7,7,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,259,259,259,259,259,259,244,244,244,244,244,244,208,208,208,208,208,208,183,183,183,183,183,183,163,163,163,163,163,163,147,147,147,147,147,147,114,114,114,114,114,114,92,92,92,92,92,92,71,71,71,71,71,71,45,45,45,45,45,45,41,41,41,41,41,41,37,37,37,37,37,37,27,27,27,27,27,27,24,24,24,24,24,24,23,23,23,23,23,23,20,20,20,20,20,20,18,18,18,18,18,18,17,17,17,17,17,17,15,15,15,15,15,15,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
1,1,1,1,1,251,251,251,251,251,251,227,227,227,227,227,227,201,201,201,201,201,201,188,188,188,188,188,188,159,159,159,159,159,159,130,130,130,130,130,130,122,122,122,122,122,122,93,93,93,93,93,93,73,73,73,73,73,73,57,57,57,57,57,57,56,56,56,56,56,56,49,49,49,49,49,49,45,45,45,45,45,45,34,34,34,34,34,34,26,26,26,26,26,26,23,23,23,23,23,23,19,19,19,19,19,19,20,20,20,20,20,20,19,19,19,19,19,19,17,17,17,17,17,17,13,13,13,13,13,13,11,11,11,11,11,11,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,1,1,1,243,243,243,243,243,243,243,243,243,243,243,243,206,206,206,206,206,206,179,179,179,179,179,179,172,172,172,172,172,172,152,152,152,152,152,152,134,134,134,134,134,134,118,118,118,118,118,118,98,98,98,98,98,98,92,92,92,92,92,92,84,84,84,84,84,84,66,66,66,66,66,66,55,55,55,55,55,55,52,52,52,52,52,52,49,49,49,49,49,49,49,49,49,49,49,49,35,35,35,35,35,35,36,36,36,36,36,36,35,35,35,35,35,35,36,36,36,36,36,36,34,34,34,34,34,34,30,30,30,30,30,30,30,30,30,30,30,30,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,24,24,27,27,27,27,27,27,23,23,23,23,23,23,26,26,26,26,26,26,23,23,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,21,17,17,17,17,17,17,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,15,15,15,15,15,15,16,16,16,16,16,16,15,15,15,15,15,15,13,13,13,13,13,13,11,11,11,11,11,11,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,10,10,8,8,8,8,8,8,10,10,10,10,10,10,8,8,8,8,8,8,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6
1,1,1,1,1,257,257,257,257,257,257,222,222,222,222,222,222,206,206,206,206,206,206,182,182,182,182,182,182,151,151,151,151,151,151,119,119,119,119,119,119,107,107,107,107,107,107,91,91,91,91,91,91,72,72,72,72,72,72,60,60,60,60,60,60,59,59,59,59,59,59,57,57,57,57,57,57,51,51,51,51,51,51,35,35,35,35,35,35,32,32,32,32,32,32,28,28,28,28,28,28,21,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,19,19,16,16,16,16,16,16,19,19,19,19,19,19,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,1,1,1,1,247,247,247,247,247,247,227,227,227,227,227,227,208,208,208,208,208,208,189,189,189,189,189,189,163,163,163,163,163,163,146,146,146,146,146,146,130,130,130,130,130,130,93,93,93,93,93,93,87,87,87,87,87,87,70,70,70,70,70,70,59,59,59,59,59,59,63,63,63,63,63,63,55,55,55,55,55,55,49,49,49,49,49,49,50,50,50,50,50,50,45,45,45,45,45,45,38,38,38,38,38,38,36,36,36,36,36,36,32,32,32,32,32,32,26,26,26,26,26,26,23,23,23,23,23,23,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,10,10,10,10,10,10
1,1,1,1,1,259,259,259,259,259,259,227,227,227,227,227,227,212,212,212,212,212,212,190,190,190,190,190,190,164,164,164,164,164,164,148,148,148,148,148,148,115,115,115,115,115,115,90,90,90,90,90,90,84,84,84,84,84,84,76,76,76,76,76,76,67,67,67,67,67,67,58,58,58,58,58,58,39,39,39,39,39,39,34,34,34,34,34,34,35,35,35,35,35,35,33,33,33,33,33,33,30,30,30,30,30,30,21,21,21,21,21,21,18,18,18,18,18,18,15,15,15,15,15,15,14,14,14,14,14,14,12,12,12,12,12,12,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,254,254,254,254,254,254,239,239,239,239,239,239,207,207,207,207,207,207,177,177,177,177,177,177,165,165,165,165,165,165,139,139,139,139,139,139,125,125,125,125,125,125,115,115,115,115,115,115,90,90,90,90,90,90,77,77,77,77,77,77,76,76,76,76,76,76,68,68,68,68,68,68,72,72,72,72,72,72,56,56,56,56,56,56,48,48,48,48,48,48,40,40,40,40,40,40,41,41,41,41,41,41,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,31,31,31,31,31,31,27,27,27,27,27,27,22,22,22,22,22,22,16,16,16,16,16,16,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1,1,1,1,1,255,255,255,255,255,255,242,242,242,242,242,242,206,206,206,206,206,206,180,180,180,180,180,180,164,164,164,164,164,164,148,148,148,148,148,148,115,115,115,115,115,115,97,97,97,97,97,97,92,92,92,92,92,92,79,79,79,79,79,79,67,67,67,67,67,67,58,58,58,58,58,58,59,59,59,59,59,59,46,46,46,46,46,46,49,49,49,49,49,49,50,50,50,50,50,50,49,49,49,49,49,49,37,37,37,37,37,37,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,28,28,28,28,28,28,24,24,24,24,24,24,21,21,21,21,21,21,22,22,22,22,22,22,21,21,21,21,21,21,19,19,19,19,19,19,17,17,17,17,17,17,16,16,16,16,16,16,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12,12,12,12,12,12,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
